2024-05-09 15:53:51,401 INFO    StreamThr :32048 [internal.py:wandb_internal():85] W&B internal server running at pid: 32048, started at: 2024-05-09 15:53:51.401094
2024-05-09 15:53:51,406 DEBUG   HandlerThread:32048 [handler.py:handle_request():158] handle_request: status
2024-05-09 15:53:51,423 INFO    WriterThread:32048 [datastore.py:open_for_write():87] open: C:\Users\nks23\python310\traffic_signal_control\traffic_light_control\traffic_light_control_DQN-master\wandb\run-20240509_155351-fsdqqg2f\run-fsdqqg2f.wandb
2024-05-09 15:53:51,424 DEBUG   SenderThread:32048 [sender.py:send():378] send: header
2024-05-09 15:53:51,515 DEBUG   SenderThread:32048 [sender.py:send():378] send: run
2024-05-09 15:53:52,065 INFO    SenderThread:32048 [dir_watcher.py:__init__():211] watching files in: C:\Users\nks23\python310\traffic_signal_control\traffic_light_control\traffic_light_control_DQN-master\wandb\run-20240509_155351-fsdqqg2f\files
2024-05-09 15:53:52,065 INFO    SenderThread:32048 [sender.py:_start_run_threads():1123] run started: fsdqqg2f with start time 1715237631.402512
2024-05-09 15:53:52,084 DEBUG   HandlerThread:32048 [handler.py:handle_request():158] handle_request: check_version
2024-05-09 15:53:52,084 DEBUG   SenderThread:32048 [sender.py:send_request():405] send_request: check_version
2024-05-09 15:53:52,192 DEBUG   HandlerThread:32048 [handler.py:handle_request():158] handle_request: run_start
2024-05-09 15:53:52,515 DEBUG   HandlerThread:32048 [system_info.py:__init__():26] System info init
2024-05-09 15:53:52,515 DEBUG   HandlerThread:32048 [system_info.py:__init__():41] System info init done
2024-05-09 15:53:52,515 INFO    HandlerThread:32048 [system_monitor.py:start():194] Starting system monitor
2024-05-09 15:53:52,515 INFO    SystemMonitor:32048 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-09 15:53:52,515 INFO    HandlerThread:32048 [system_monitor.py:probe():214] Collecting system info
2024-05-09 15:53:52,524 INFO    SystemMonitor:32048 [interfaces.py:start():188] Started cpu monitoring
2024-05-09 15:53:52,531 DEBUG   HandlerThread:32048 [system_info.py:probe():150] Probing system
2024-05-09 15:53:52,531 INFO    SystemMonitor:32048 [interfaces.py:start():188] Started disk monitoring
2024-05-09 15:53:52,539 INFO    SystemMonitor:32048 [interfaces.py:start():188] Started memory monitoring
2024-05-09 15:53:52,618 INFO    SystemMonitor:32048 [interfaces.py:start():188] Started network monitoring
2024-05-09 15:53:52,701 DEBUG   HandlerThread:32048 [system_info.py:_probe_git():135] Probing git
2024-05-09 15:53:52,889 DEBUG   HandlerThread:32048 [system_info.py:_probe_git():143] Probing git done
2024-05-09 15:53:52,889 DEBUG   HandlerThread:32048 [system_info.py:probe():198] Probing system done
