2024-05-06 22:10:34,607 INFO    StreamThr :23880 [internal.py:wandb_internal():86] W&B internal server running at pid: 23880, started at: 2024-05-06 22:10:34.607930
2024-05-06 22:10:34,616 DEBUG   HandlerThread:23880 [handler.py:handle_request():146] handle_request: status
2024-05-06 22:10:34,635 INFO    WriterThread:23880 [datastore.py:open_for_write():87] open: C:\Users\MNL431\Desktop\traffic_DQN\wandb\run-20240506_221034-w6p5fs8y\run-w6p5fs8y.wandb
2024-05-06 22:10:34,635 DEBUG   SenderThread:23880 [sender.py:send():378] send: header
2024-05-06 22:10:34,714 DEBUG   SenderThread:23880 [sender.py:send():378] send: run
2024-05-06 22:10:35,297 INFO    SenderThread:23880 [dir_watcher.py:__init__():211] watching files in: C:\Users\MNL431\Desktop\traffic_DQN\wandb\run-20240506_221034-w6p5fs8y\files
2024-05-06 22:10:35,297 INFO    SenderThread:23880 [sender.py:_start_run_threads():1099] run started: w6p5fs8y with start time 1715001034.60793
2024-05-06 22:10:35,318 DEBUG   HandlerThread:23880 [handler.py:handle_request():146] handle_request: check_version
2024-05-06 22:10:35,318 DEBUG   SenderThread:23880 [sender.py:send_request():405] send_request: check_version
2024-05-06 22:10:35,395 DEBUG   HandlerThread:23880 [handler.py:handle_request():146] handle_request: run_start
2024-05-06 22:10:35,411 DEBUG   HandlerThread:23880 [system_info.py:__init__():26] System info init
2024-05-06 22:10:35,411 DEBUG   HandlerThread:23880 [system_info.py:__init__():41] System info init done
2024-05-06 22:10:35,411 INFO    HandlerThread:23880 [system_monitor.py:start():194] Starting system monitor
2024-05-06 22:10:35,411 INFO    SystemMonitor:23880 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-06 22:10:35,411 INFO    HandlerThread:23880 [system_monitor.py:probe():214] Collecting system info
2024-05-06 22:10:35,411 INFO    SystemMonitor:23880 [interfaces.py:start():190] Started cpu monitoring
2024-05-06 22:10:35,411 INFO    SystemMonitor:23880 [interfaces.py:start():190] Started disk monitoring
2024-05-06 22:10:35,427 INFO    SystemMonitor:23880 [interfaces.py:start():190] Started gpu monitoring
2024-05-06 22:10:35,427 INFO    SystemMonitor:23880 [interfaces.py:start():190] Started memory monitoring
2024-05-06 22:10:35,427 INFO    SystemMonitor:23880 [interfaces.py:start():190] Started network monitoring
2024-05-06 22:10:35,443 DEBUG   HandlerThread:23880 [system_info.py:probe():150] Probing system
2024-05-06 22:10:35,443 DEBUG   HandlerThread:23880 [system_info.py:_probe_git():135] Probing git
2024-05-06 22:10:35,536 DEBUG   HandlerThread:23880 [system_info.py:_probe_git():143] Probing git done
2024-05-06 22:10:35,536 DEBUG   HandlerThread:23880 [system_info.py:probe():198] Probing system done
