2024-05-21 16:01:50,623 INFO    StreamThr :23700 [internal.py:wandb_internal():86] W&B internal server running at pid: 23700, started at: 2024-05-21 16:01:50.622853
2024-05-21 16:01:50,624 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: status
2024-05-21 16:01:50,624 INFO    WriterThread:23700 [datastore.py:open_for_write():87] open: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_160150-ffz1kmfo\run-ffz1kmfo.wandb
2024-05-21 16:01:50,640 DEBUG   SenderThread:23700 [sender.py:send():379] send: header
2024-05-21 16:01:50,691 DEBUG   SenderThread:23700 [sender.py:send():379] send: run
2024-05-21 16:01:51,491 INFO    SenderThread:23700 [dir_watcher.py:__init__():211] watching files in: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_160150-ffz1kmfo\files
2024-05-21 16:01:51,491 INFO    SenderThread:23700 [sender.py:_start_run_threads():1124] run started: ffz1kmfo with start time 1716274910.623898
2024-05-21 16:01:51,506 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: check_version
2024-05-21 16:01:51,506 DEBUG   SenderThread:23700 [sender.py:send_request():406] send_request: check_version
2024-05-21 16:01:51,994 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: run_start
2024-05-21 16:01:52,047 DEBUG   HandlerThread:23700 [system_info.py:__init__():26] System info init
2024-05-21 16:01:52,047 DEBUG   HandlerThread:23700 [system_info.py:__init__():41] System info init done
2024-05-21 16:01:52,047 INFO    HandlerThread:23700 [system_monitor.py:start():194] Starting system monitor
2024-05-21 16:01:52,049 INFO    SystemMonitor:23700 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-21 16:01:52,049 INFO    HandlerThread:23700 [system_monitor.py:probe():214] Collecting system info
2024-05-21 16:01:52,053 INFO    SystemMonitor:23700 [interfaces.py:start():190] Started cpu monitoring
2024-05-21 16:01:52,053 INFO    SystemMonitor:23700 [interfaces.py:start():190] Started disk monitoring
2024-05-21 16:01:52,054 INFO    SystemMonitor:23700 [interfaces.py:start():190] Started gpu monitoring
2024-05-21 16:01:52,054 INFO    SystemMonitor:23700 [interfaces.py:start():190] Started memory monitoring
2024-05-21 16:01:52,066 INFO    SystemMonitor:23700 [interfaces.py:start():190] Started network monitoring
2024-05-21 16:01:52,066 DEBUG   HandlerThread:23700 [system_info.py:probe():150] Probing system
2024-05-21 16:01:52,067 DEBUG   HandlerThread:23700 [system_info.py:_probe_git():135] Probing git
2024-05-21 16:01:52,134 DEBUG   HandlerThread:23700 [system_info.py:_probe_git():143] Probing git done
2024-05-21 16:01:52,134 DEBUG   HandlerThread:23700 [system_info.py:probe():198] Probing system done
2024-05-21 16:01:52,134 DEBUG   HandlerThread:23700 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.18', 'heartbeatAt': '2024-05-21T07:01:52.066068', 'startedAt': '2024-05-21T07:01:50.581688', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\MNL431\\Desktop\\traffic_signal_DQN\\training_main.py', 'codePathLocal': 'training_main.py', 'codePath': 'training_main.py', 'git': {'remote': 'https://github.com/dongspam0209/traffic_light_control_DQN.git', 'commit': 'fa020fa208573823187d60d922beead016f325fd'}, 'email': 'iankim010209@gmail.com', 'root': 'C:/Users/MNL431/Desktop/traffic_signal_DQN', 'host': 'DESKTOP-NS4N5QL', 'username': 'MNL431', 'executable': 'C:\\Users\\MNL431\\Anaconda3\\envs\\yolov8\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'/': {'total': 475.70605087280273, 'used': 262.322998046875}}, 'gpu': 'NVIDIA GeForce GTX 1070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1070 Ti', 'memory_total': 8589934592}], 'memory': {'total': 31.92648696899414}}
2024-05-21 16:01:52,134 INFO    HandlerThread:23700 [system_monitor.py:probe():224] Finished collecting system info
2024-05-21 16:01:52,134 INFO    HandlerThread:23700 [system_monitor.py:probe():227] Publishing system info
2024-05-21 16:01:52,134 DEBUG   HandlerThread:23700 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-21 16:01:52,501 INFO    Thread-16 :23700 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_160150-ffz1kmfo\files\conda-environment.yaml
2024-05-21 16:01:56,624 DEBUG   HandlerThread:23700 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-21 16:01:56,638 INFO    HandlerThread:23700 [system_monitor.py:probe():229] Finished publishing system info
2024-05-21 16:01:56,641 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 16:01:56,641 DEBUG   SenderThread:23700 [sender.py:send():379] send: files
2024-05-21 16:01:56,641 INFO    SenderThread:23700 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-21 16:01:56,832 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: python_packages
2024-05-21 16:01:56,832 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 16:01:56,833 DEBUG   HandlerThread:23700 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 16:01:56,834 DEBUG   SenderThread:23700 [sender.py:send_request():406] send_request: python_packages
2024-05-21 16:01:56,834 DEBUG   SenderThread:23700 [sender.py:send_request():406] send_request: stop_status
2024-05-21 16:01:57,497 DEBUG   SenderThread:23700 [sender.py:send():379] send: telemetry
2024-05-21 16:01:57,513 INFO    Thread-16 :23700 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_160150-ffz1kmfo\files\conda-environment.yaml
