2024-05-21 21:30:39,256 INFO    StreamThr :14324 [internal.py:wandb_internal():86] W&B internal server running at pid: 14324, started at: 2024-05-21 21:30:39.254584
2024-05-21 21:30:39,257 DEBUG   HandlerThread:14324 [handler.py:handle_request():146] handle_request: status
2024-05-21 21:30:39,266 INFO    WriterThread:14324 [datastore.py:open_for_write():87] open: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_213039-krahu5un\run-krahu5un.wandb
2024-05-21 21:30:39,267 DEBUG   SenderThread:14324 [sender.py:send():379] send: header
2024-05-21 21:30:39,305 DEBUG   SenderThread:14324 [sender.py:send():379] send: run
2024-05-21 21:30:40,089 INFO    SenderThread:14324 [dir_watcher.py:__init__():211] watching files in: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_213039-krahu5un\files
2024-05-21 21:30:40,089 INFO    SenderThread:14324 [sender.py:_start_run_threads():1124] run started: krahu5un with start time 1716294639.254584
2024-05-21 21:30:40,089 DEBUG   HandlerThread:14324 [handler.py:handle_request():146] handle_request: check_version
2024-05-21 21:30:40,089 DEBUG   SenderThread:14324 [sender.py:send_request():406] send_request: check_version
2024-05-21 21:30:40,594 DEBUG   HandlerThread:14324 [handler.py:handle_request():146] handle_request: run_start
2024-05-21 21:30:40,610 DEBUG   HandlerThread:14324 [system_info.py:__init__():26] System info init
2024-05-21 21:30:40,610 DEBUG   HandlerThread:14324 [system_info.py:__init__():41] System info init done
2024-05-21 21:30:40,610 INFO    HandlerThread:14324 [system_monitor.py:start():194] Starting system monitor
2024-05-21 21:30:40,610 INFO    SystemMonitor:14324 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-21 21:30:40,610 INFO    HandlerThread:14324 [system_monitor.py:probe():214] Collecting system info
2024-05-21 21:30:40,625 INFO    SystemMonitor:14324 [interfaces.py:start():190] Started cpu monitoring
2024-05-21 21:30:40,625 INFO    SystemMonitor:14324 [interfaces.py:start():190] Started disk monitoring
2024-05-21 21:30:40,625 INFO    SystemMonitor:14324 [interfaces.py:start():190] Started gpu monitoring
2024-05-21 21:30:40,625 INFO    SystemMonitor:14324 [interfaces.py:start():190] Started memory monitoring
2024-05-21 21:30:40,625 INFO    SystemMonitor:14324 [interfaces.py:start():190] Started network monitoring
2024-05-21 21:30:40,641 DEBUG   HandlerThread:14324 [system_info.py:probe():150] Probing system
2024-05-21 21:30:40,641 DEBUG   HandlerThread:14324 [system_info.py:_probe_git():135] Probing git
2024-05-21 21:30:40,693 DEBUG   HandlerThread:14324 [system_info.py:_probe_git():143] Probing git done
2024-05-21 21:30:40,693 DEBUG   HandlerThread:14324 [system_info.py:probe():198] Probing system done
2024-05-21 21:30:40,693 DEBUG   HandlerThread:14324 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.18', 'heartbeatAt': '2024-05-21T12:30:40.641555', 'startedAt': '2024-05-21T12:30:39.239942', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\MNL431\\Desktop\\traffic_signal_DQN\\training_main.py', 'codePathLocal': 'training_main.py', 'codePath': 'training_main.py', 'git': {'remote': 'https://github.com/dongspam0209/traffic_light_control_DQN.git', 'commit': 'fa020fa208573823187d60d922beead016f325fd'}, 'email': 'iankim010209@gmail.com', 'root': 'C:/Users/MNL431/Desktop/traffic_signal_DQN', 'host': 'DESKTOP-NS4N5QL', 'username': 'MNL431', 'executable': 'C:\\Users\\MNL431\\Anaconda3\\envs\\yolov8\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'/': {'total': 475.70605087280273, 'used': 262.3781051635742}}, 'gpu': 'NVIDIA GeForce GTX 1070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1070 Ti', 'memory_total': 8589934592}], 'memory': {'total': 31.92648696899414}}
2024-05-21 21:30:40,693 INFO    HandlerThread:14324 [system_monitor.py:probe():224] Finished collecting system info
2024-05-21 21:30:40,693 INFO    HandlerThread:14324 [system_monitor.py:probe():227] Publishing system info
2024-05-21 21:30:40,693 DEBUG   HandlerThread:14324 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-21 21:30:41,109 INFO    Thread-16 :14324 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\MNL431\Desktop\traffic_signal_DQN\wandb\run-20240521_213039-krahu5un\files\conda-environment.yaml
2024-05-21 21:30:44,758 DEBUG   HandlerThread:14324 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-21 21:30:44,772 INFO    HandlerThread:14324 [system_monitor.py:probe():229] Finished publishing system info
